201802000000000078511000000000000101000000000000000150220180000511CP1427000000000000000000001511998D01000100000000S      S0000         552252       AP180215607954                                      
201802000000000078511000000000000201000000000000000150220180000511CP1427000000000000000000000024166D01000100000000S      S0000         AR697348     IC180215000091                                      
201802000000000078511000000000000301000000000000000150220180000511CP1427000000000000000000000074915D01000100000000S      S0000         AR697348     IC180215000091                                      
201802000000000078590000000000000401000000000000000060220180000590004724000000000000000000000004896D01000100000000S      S0000         551414       AP180206607112                                      
201802000000000078590000000000000501000000000000000060220180000590004724000000000000000000000001695D01000100000000S      S0000         551414       AP180206607112                                      
201802000000000078590000000000000601000000000000000060220180000590004724000000000000000000000110966D01000100000000S      S0000         AR696287     IC180206000044                                      
201802000000000078590000000000000701000000000000000060220180000590004724000000000000000000000047861D01000100000000S      S0000         AR696287     IC180206000044                                      
201802000000000078590000000000000801000000000000000140220180000590009158000000000000000000000040124D01000100000000S      S0000         AR697199     IC180214000011                                      
201802000000000078590000000000000901000000000000000160220180000590000436000000000000000000000096883D01000100000000S      S0000         AR697504     IC180216000033                                      
201802000000000078621000000000001001000000000000000050220180000621CP1128000000000000000000000557785D01000100000000S      S0000         551313       AP180205607020                                      
201802000000000078633000000000001101000000000000000010220180000633CP0178000000000000000000000030000D01000100000000S      S0000         550907       AP180201606598                                      
201802000000000078633000000000001201000000000000000020220180000633CP0036000000000000000000000056236D01000100000000S      S0000         551169       AP180201606870                                      
201802000000000078633000000000001301000000000000000190220180000633CP0071000000000000000000000117403D01000100000000S      S0000         552559       AP180219608212                                      
201802000000000078633000000000001401000000000000000230220180000633CP0090000000000000000000000163300D01000100000000S      S0000         553226       AP180223608861                                      
201802000000000078759000000000001501000000000000000020220180000759CP1452000000000000000000000099000D01000100000000S      S0000         551168       AP180201606870                                      
201802000000000078759000000000001601000000000000000150220180000759CP1314000000000000000000000276282D01000100000000S      S0000         552310       AP180215608012                                      
201802000000000078760000000000001701000000000000000010220180000760008700000000000000000000000022001D01000100000000S      S0000         551048       AP180201606743                                      
201802000000000078760000000000001801000000000000000010220180000760008700000000000000000000000132000D01000100000000S      S0000         AR695660     IC180201000069                                      
201802000000000095480000000000001901200000000000000030220180000480000918000000000000000000000002214D01200120000000S      S0000         551220       AP180203606921                                      
201802000000000095480000000000002001200000000000000030220180000480000918000000000000000000000044032D01200120000000S      S0000         AR695884     IC180203000034                                      
201802000000000095480000000000002101200000000000000030220180000480000918000000000000000000000004694D01200120000000S      S0000         AR695884     IC180203000034                                      
201802000000000095546000000000002201200000000000000150220180000546006686000000000000000000000000000D01200120000000S      S0000         552202       AP180215607897                                      
201802000000000095546000000000002301200000000000000150220180000546006686000000000000000000000000000D01200120000000S      S0000         552205       AP180215607900                                      
201802000000000095546000000000002401200000000000000150220180000546006686000000000000000000000000380D01200120000000S      S0000         AR697268     IC180215000016                                      
201802000000000095546000000000002501200000000000000150220180000546006686000000000000000000000006672D01200120000000S      S0000         AR697276     IC180215000030                                      
201802000000000095546000000000002601200000000000000150220180000546006686000000000000000000000000924D01200120000000S      S0000         AR697288     IC180215000039                                      
201802000000000095547000000000002701200000000000000060220180000547006237000000000000000000000000000D01200120000000S      S0000         551407       AP180206607105                                      
